ID: L3545 | OPERACAO: Locacao | TITULO: Prédio Comercial para alugar com 618m² no Jardim Faculdade - Sorocaba | BAIRRO: Jardim Emília | CIDADE: Sorocaba | AREA: 580m2 | QUARTOS: 0 | BANHEIROS: 8 | VAGAS: 9 | ALUGUEL: R$ 28000 | DESCRICAO: Este prédio comercial está situado em uma localização excelente e oferece uma infraestrutura completa para atender a diversas necessidades empresariais. Com estacionamento para aproximadamente 9 veículos e 2 vagas na lateral, e sete vagas frontais voltadas para a Washington Luiz, o edifício garante fácil acesso e comodidade para clientes e funcionários. Distribuído em três pavimentos, o prédio possui: Térreo: Um amplo salão com dois banheiros, ideal para acomodar um grande fluxo de pessoas. 1º Pavimento: Outro salão espaçoso, uma cozinha, quatro banheiros e uma entrada lateral que leva a uma cozinha maior, além de vestiários femininos e masculinos. 2º Pavimento: Um mezanino com um banheiro, oferecendo uma área adicional que pode ser adaptada às necessidades do negócio. Este espaço versátil e bem localizado é uma excelente oportunidade para empresas que buscam um imóvel pronto para operações comerciais, com todas as comodidades necessárias para funcionar com eficiência e conforto. Gostaria de saber mais informações ou agendar uma visita?. ref. 3545 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=3545
ID: L4279 | OPERACAO: Locacao | TITULO: Galpão Empresarial no Metropolitano Empresarial | BAIRRO: Iporanga | CIDADE: Sorocaba | AREA: 2096m2 | QUARTOS: 0 | BANHEIROS: 6 | VAGAS: 0 | ALUGUEL: R$ 65000 | DESCRICAO: Este galpão impressionante está situado em um terreno de 2.239,40 m², com uma área construída de 2.096 m². O espaço inclui um piso livre de 1.300,00 m², uma recepção no térreo de 66 m² e uma área administrativa de 730 m², distribuída entre o 1º e o 2º pavimentos. A estrutura foi projetada para receber um elevador, facilitando o acesso aos pavimentos administrativos. Com um pé direito total de 12 metros e um pé direito livre de 10 metros, o galpão oferece amplo espaço vertical. O galpão está preparado para a instalação de uma ponte rolante de até 20 toneladas e possui um piso com resistência para suportar até 10 toneladas. O imóvel conta com dois portões com aproximadamente 6 metros de altura, uma doca frontal elevada para carreta e caminhões, e um portão lateral com acesso em nível. Um amplo mezanino administrativo está equipado com sanitários e possui piso de porcelanato. O estacionamento exclusivo pode acomodar mais de 30 veículos. A estrutura do galpão é pré-moldada, com placas, vigas calha e terças em concreto, e a tubulação está embutida nos pilares. As telhas termoacústicas PIR garantem ótima climatização e isolamento acústico. Além disso, o galpão conta com portaria 24 horas para segurança adicional. Na entrada do loteamento, há um Centro Administrativo com auditório, refeitório e salas de reuniões, disponíveis no sistema pay-per-use, oferecendo uma infraestrutura adicional para suas operações.. ref. 4279 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=4279
ID: L6917 | OPERACAO: Locacao | TITULO: Galpão industrial para venda e aluguel no Bairro Iporanga | BAIRRO: Zona Industrial | CIDADE: Sorocaba | AREA: 4222m2 | QUARTOS: 0 | BANHEIROS: 6 | VAGAS: 0 | ALUGUEL: R$ 95000 | DESCRICAO: Galpão industrial para venda e aluguel no Bairro Iporanga, pré moldado com pé direito de 12 metros, com caminho de rolamento para ponte rolante 10 toneladas, vão livre de 25 metros, poço artesiano com 30 mil litros, cabine primária 300 kva. Área construída de 4222m², vestiário masculino e feminino, refeitório, várias salas de Adm, ambientes amplos e arejados.. ref. 6917 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=6917
ID: L455 | OPERACAO: Locacao | TITULO: Casa Comercial á venda, 80,00 m2 - Centro, Sorocaba | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 100m2 | QUARTOS: 0 | BANHEIROS: 2 | VAGAS: 0 | ALUGUEL: R$ 2000 | DESCRICAO: Casa comercial com 03 salas e 01 banheiro no nível térreo. Sala 01 com 3,00 x 4,70, sala 2 2,80 x 6,00, sala 3 3,35 x 2,80, 01 sala, recepção 3,20 x 2,88, 01 banheiro na parte superior, copa / cozinha e varanda. Salas em piso cerâmico e ar condicionado em todas as salas. Garagem podendo ser utilizado como depósito.. ref. 455 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=455
ID: L1034 | OPERACAO: Locacao | TITULO: Terreno Comercial para alugar com 4504 metros na Avenida Três de Março - Sorocaba | BAIRRO: Aparecidinha | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 16000 | DESCRICAO: Terreno com 4504 metros com ótima localização no Bairro Aparecidinha próximo a Rodovia Celso Charuri. Terreno plano , com excelente topografia. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 1034 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=1034
ID: L6948 | OPERACAO: Locacao | TITULO: Apartamento modulado e mobiliado para aluguel | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 47m2 | QUARTOS: 1 | BANHEIROS: 1 | VAGAS: 1 | ALUGUEL: R$ 4000 | DESCRICAO: Apartamento modulado e mobiliado para aluguel, sala 2 ambientes com painel para tv e rack, integrada com a varanda gourmet modulada e integrada a cozinha toda modulada, área de serviço, 1 quarto wc social, banheiros com box em vidro e gabinetes com espelho. 1 vaga e garagem coberta. Condomínio com piscina, salão de festas, academia, playground, e muito mais lazer e conforto para toda a família. Bairro com estrutura completa de comércios, escolas, farmácias, restaurantes.. ref. 6948 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=6948
ID: L1000 | OPERACAO: Locacao | TITULO: Sala comercial para alugar no Centro - Sorocaba SP | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 81m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 5000 | DESCRICAO: Oportunidade Imperdível: Sala Comercial no Centro de Sorocaba: 81m2 Descubra esta sala comercial estrategicamente localizada, oferecendo conveniência e visibilidade para o seu negócio no coração de Sorocaba. Localização Privilegiada: Situada próximo ao Largo São Bento e às principais ruas comerciais do centro de Sorocaba, garantindo fácil acesso e visibilidade. Área Total de 43 m²: Espaço amplo e bem distribuído, perfeito para diferentes tipos de negócio. Duas Portas de Aço: Facilitam o acesso e proporcionam maior flexibilidade para disposição de vitrines ou layout interno. Banheiro: Equipado com todas as comodidades necessárias para clientes e funcionários. Mezanino: Ideal para estoque, área de descanso ou copa, otimizando o espaço útil da sala. Infraestrutura Completa: Pronto para uso imediato, com instalações elétricas e hidráulicas em perfeitas condições. Segurança e Conforto: Ambiente seguro, com características que garantem conforto e funcionalidade para operação do seu negócio. Esta sala comercial é uma excelente oportunidade para quem busca estabelecer ou expandir seu negócio em uma localização estratégica no centro de Sorocaba. Não perca tempo, agende sua visita hoje mesmo e aproveite esta chance única! Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 1000 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=1000
ID: L5349 | OPERACAO: Locacao | TITULO: Salão comercial no centro para aluguel | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 55m2 | QUARTOS: 0 | BANHEIROS: 2 | VAGAS: 0 | ALUGUEL: R$ 3000 | DESCRICAO: Salão comercial com 3 salas, cozinha, wc e depósito. todo em piso cerâmico. Localização privilegiada, Centro da Cidade com estrutura completa de comércios, e fluxo de veículos.. ref. 5349 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5349
ID: L867 | OPERACAO: Locacao | TITULO: Terreno para venda ou Locação na Avenida Ipanema - Sorocaba | BAIRRO: Jardim Planalto | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 30000 | DESCRICAO: Excelente terreno plano, com 75 metros de testada e localização estratégica para quem acessa a região pelo bairro São Bento. Disponibilidade de locação total ou parcial em módulos de 1.000 m², oferecendo flexibilidade para diferentes projetos e necessidades. Estamos à disposição para fornecer mais informações e agendar uma visita.. ref. 867 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=867
ID: L5601 | OPERACAO: Locacao | TITULO: Terreno comercial para aluguel | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 12000 | DESCRICAO: Terreno comercial para aluguel com 336m², localizado em Avenida com grande fluxo de veículos. Fácil acesso as principais Avenidas da Cidade.. ref. 5601 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5601
ID: L546 | OPERACAO: Locacao | TITULO: Área venda ou Aluguel 9.902,00 m2 - Ipanema do Meio | BAIRRO: Ipanema do Meio | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 30000 | DESCRICAO: Oportunidade única ? Área para venda ou locação em Sorocaba/SP Localização estratégica: Ipanema do Meio, às margens da Rodovia Raposo Tavares (km 109) Terreno com 9.902 m² e 152 metros de frente para a rodovia, garantindo máxima visibilidade. Excelente potencial para instalação de centros logísticos, indústrias, postos de serviços, atacados ou empreendimentos comerciais. Região em constante crescimento, com grande fluxo de veículos e fácil acesso às principais vias da cidade. Disponível tanto para compra quanto para locação, oferecendo flexibilidade para diferentes perfis de investimento.. ref. 546 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=546
ID: L1081 | OPERACAO: Locacao | TITULO: Galpão industrial para alugar no Iporanga - Sorocaba - SP | BAIRRO: Iporanga | CIDADE: Sorocaba | AREA: 14468m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ 230000 | DESCRICAO: Galpão industrial com excelente localização, guarita, refeitório, vestiário, campo de futebol, 3 galpões grandes com pé direito alto, estacionamento, prédio ADM, doca, cabine de força. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 1081 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=1081
ID: L5624 | OPERACAO: Locacao | TITULO: Salas comerciais para aluguel | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 272m2 | QUARTOS: 0 | BANHEIROS: 2 | VAGAS: 0 | ALUGUEL: R$ 18000 | DESCRICAO: Galeria comercial com várias salas para locação, pátio de 120m² e wc masculino e feminino. total de 11 salas podendo ter de 7 m² a 25m² com junção de salas. Local com grande fluxo de pedestres.. ref. 5624 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5624
ID: L813 | OPERACAO: Locacao | TITULO: Prédio Comercial à venda com 357,50 m² - Vila Santa Rita - Sorocaba Oportunidade Imperdível para Investidores! | BAIRRO: Vila Santa Rita | CIDADE: Sorocaba | AREA: 358m2 | QUARTOS: 0 | BANHEIROS: 3 | VAGAS: 0 | ALUGUEL: R$ 4500 | DESCRICAO: Oportunidade Imperdível para Investidores! Apresentamos um edifício com localização estratégica na região central, ideal para quem busca um excelente retorno sobre o investimento. Com um amplo salão no térreo e outro no piso superior, este imóvel oferece versatilidade para diversos tipos de negócios, como clínicas, consultórios dentários, escritórios ou lanchonetes. Aproveite a visibilidade e o acesso privilegiado que esta propriedade oferece para estabelecer seu próximo empreendimento de sucesso. Não perca essa chance única de investir em um local com grande potencial!. ref. 813 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=813
ID: L419 | OPERACAO: Locacao | TITULO: Casa a venda com 3 quartos, 396m2 no Jardim Pagliato - Sorocaba | BAIRRO: Jardim Pagliato | CIDADE: Sorocaba | AREA: 396m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 7 | ALUGUEL: R$ 6500 | DESCRICAO: Casa de esquina com excelente estrutura, situada em uma rua sem saída, com uma área total de 396 m². O imóvel possui uma sala de estar ampla com dois ambientes, hall de entrada e lavabo, todos com piso cerâmico. A copa e cozinha são moduladas e revestidas com azulejos, equipadas com forno e fogão, além de uma despensa. A casa conta com 3 dormitórios, sendo 1 suíte, todos com closet, varanda e porta balcão em madeira. O corredor dá acesso a um banheiro social. Para maior comodidade, a casa dispõe de lavanderia e dependências para empregada. O espaço gourmet é equipado com pia, churrasqueira, prateleiras, balcão, coifa de inox, e possui uma cobertura em alvenaria com telhas de barro, além de uma cobertura móvel em toldo com portas de enrolar. A escada interna leva à garagem coberta, que possui capacidade para 8 carros. Localização: O Jardim Pagliato, situado na zona sul de Sorocaba, é um bairro residencial conhecido por sua tranquilidade, segurança e alta qualidade de vida. Oferece localização privilegiada, infraestrutura completa com escolas, supermercados e serviços, além de áreas verdes e espaços de lazer. O bairro conta com imóveis de alto padrão e uma comunidade ativa que promove eventos e atividades. É uma excelente opção para quem busca morar em uma área bem localizada e com boa valorização imobiliária. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 419 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=419
ID: L2393 | OPERACAO: Locacao | TITULO: Casa a venda e para alugar 2 quartos no condomínio na Vila Mineirão - Sorocaba | BAIRRO: Vila Mineirão | CIDADE: Sorocaba | AREA: 50m2 | QUARTOS: 2 | BANHEIROS: 2 | VAGAS: 1 | ALUGUEL: R$ 1600 | DESCRICAO: Descubra esta charmosa casa localizada em um condomínio fechado, ideal para quem busca conforto e praticidade. O imóvel oferece 2 dormitórios equipados com armários modulados, além de um banheiro completo e um lavabo para visitantes. A cozinha possui armário embutido e uma porta balcão que proporciona acesso direto ao quintal privativo. Um dos dormitórios conta com sacada, ideal para momentos de relaxamento ao ar livre. O piso em porcelanato não só garante durabilidade, mas também adiciona elegância ao ambiente. Esta casa é uma excelente opção para quem valoriza um espaço bem cuidado e seguro em um ambiente residencial aconchegante. Interessado? Estamos à disposição para fornecer mais informações detalhadas ou agendar uma visita para conhecer este imóvel.. ref. 2393 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2393
ID: L5252 | OPERACAO: Locacao | TITULO: Salão comercial para aluguel com 246m² | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 246m2 | QUARTOS: 0 | BANHEIROS: 3 | VAGAS: 0 | ALUGUEL: R$ 4490 | DESCRICAO: Salão comercial no térreo para aluguel com 246m², 3 wc salão principal todo reformado com ótima localização mezanino . depósito. Todo em piso cerâmico.. ref. 5252 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5252
ID: L7181 | OPERACAO: Locacao | TITULO: Apartamento para aluguel com 3 quartos | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 67m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ 2800 | DESCRICAO: Sala 2 ambientes com rack para tv e painel, varanda gourmet com armário, cozinha modulada com área de serviço com armários, 3 quartos modulados 1 sendo suíte. wc social. banheiros com box em vidro e gabinetes. Todo em piso porcelanato. 2 vagas de garagem Condomínio com piscina , salão de festas, quadra poliesportiva, 2 churrasqueiras coletivas. Ótima localização. Bairro com estrutura completa de comércios.. ref. 7181 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=7181
ID: L4336 | OPERACAO: Locacao | TITULO: Ótimo Sobrado em bairro com 3 suítes | BAIRRO: Jardim das Estrelas | CIDADE: Sorocaba | AREA: 211m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 6 | ALUGUEL: R$ 4000 | DESCRICAO: Casa tipo sobrado, com 125m² de terreno e 271m² de área construída, composta por sala de estar com piso cerâmico, lavabo, cozinha com 2 ambientes azulejada até a altura do teto, com bancadas e mureta em granito natural, amarelo santa Cecilia, janelas em vidro blindex, lavanderia interna azulejada até a altura do teto, 3 quartos com piso cerâmico e todos com suíte com acabamento cerâmico nos pisos e azulejo até a altura do teto, bancadas em granito e box em vidro blindex, garagem coberta para 6 automóveis com um banheiro auxiliar e churrasqueira, área externa, com corredor lateral em toda a extensão do imóvel, um pequeno quintal com pia e churrasqueira, escada interna para área superior do imóvel, em granito natural, varanda na porta balcão da suíte do casal. Imóvel em ótimo estado de conservação e localizado em bairro residencial próximo a estabelecimentos comerciais, amplo atendimento de transporte coletivo, e próximo à avenida São Paulo.. ref. 4336 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=4336
ID: L503 | OPERACAO: Locacao | TITULO: Casa para alugar com 3 quartos no Parque Morumbi - Sorocaba | BAIRRO: Parque Morumbi | CIDADE: Votorantim | AREA: 217m2 | QUARTOS: 3 | BANHEIROS: 4 | VAGAS: 3 | ALUGUEL: R$ 4000 | DESCRICAO: Esta residência oferece um ambiente harmonioso e funcional, perfeito para desfrutar momentos em família com conforto e praticidade: Sala 2 ambientes com varanda: Espaço amplo e arejado, ideal para receber visitas ou relaxar após um longo dia. O piso em laminado confere um toque de elegância ao ambiente. Banheiro social com blindex: Equipado com box em blindex, proporcionando conforto e segurança aos moradores e visitantes. Área de luz: Um detalhe que valoriza a iluminação natural, criando um ambiente ainda mais agradável dentro da casa. 3 quartos, sendo 1 suíte: Todos os quartos são aconchegantes, com piso laminado e ventilador de teto, garantindo conforto térmico durante todo o ano. A suíte possui um banheiro privativo azulejado até o teto, oferecendo privacidade e praticidade. Edícula: Um espaço versátil que inclui depósito, banheiro e lavanderia. Ideal para armazenamento, serviço doméstico e outras necessidades práticas do dia a dia. Mezanino com churrasqueira e pia de apoio: Localizado estrategicamente, o mezanino proporciona um ambiente perfeito para confraternizações ao ar livre. A churrasqueira e a pia de apoio facilitam a preparação de alimentos e o compartilhamento de momentos especiais com familiares e amigos. Quintal espaçoso: Um ambiente externo bem cuidado, com espaço para atividades ao ar livre e momentos de relaxamento. Vaga para 3 veículos, sendo 1 coberta: Garagem ampla que oferece proteção para os carros, garantindo conveniência e segurança para os moradores. Esta residência é uma excelente escolha para quem busca um lar completo, onde conforto, praticidade e lazer se unem em um único espaço. Localizada em um ambiente tranquilo e familiar, oferece tudo o que você precisa para viver bem e desfrutar de momentos memoráveis com seus entes queridos. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 503 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=503
